"Félév","Pedagógia szakas","Tantárgy","Műveltségterület","Tanulási Eredmény","",""
"4","1-2","Harmónia","Testnevelés és sport","A manipulatív természetes mozgásformák mozgásmintáinak végrehajtási módjainak, és a vezető műveletek tanulási szempontjainak ismerete.","",""
"4","1-2","Harmónia","Testnevelés és sport","Próbálkozás a zenei ritmus követésére különféle ritmikus mozgásokban egyénileg, párban és csoportban.","",""
"4","1-2","Harmónia","Testnevelés és sport","A párhoz, társakhoz történő térbeli alkalmazkodásra törekvés tánc közben.","",""
"4","1-2","Harmónia","Testnevelés és sport","A tanult tánc(ok) és játékok térformáinak megvalósítása.","",""
"4","1-2","Harmónia","Testnevelés és sport","A csapatérdek szerepének felismerése az egyéni érdekkel szemben, vagyis a közös cél fontosságának tudatosulása.","",""
"4","1-2","Harmónia","Testnevelés és sport","A mozgásának és akaratának gátlása, késleltetése.","",""
"4","1-2","Harmónia","Testnevelés és sport","Törekvés arra, hogy a támadó- és védőmozgások az ellenfél mozgásaihoz igazodjanak.","",""
"4","1-2","Harmónia","Testnevelés és sport","Használható tudás természetben végzett testmozgások előnyeiről és problémáiról.","",""
"4","1-2","Harmónia","Testnevelés és sport","A sporteszközök kreatív felhasználása a játéktevékenység során.","",""
"4","3-4","Harmónia","Testnevelés és sport","A manipulatív természetes mozgásformák kombinálása térben és szabályozott energiabefektetéssel.","",""
"4","3-4","Harmónia","Testnevelés és sport","Részben önállóan tervezett 3-6 torna- és/vagy táncelem összekötése zenére is.","",""
"4","3-4","Harmónia","Testnevelés és sport","A tanult sportjátékok alapszabályainak ismerete.","",""
"4","3-4","Harmónia","Testnevelés és sport","Az emberfogásos és a területvédekezés megkülönböztetése.","",""
"4","3-4","Harmónia","Testnevelés és sport","A csapatérdeknek megfelelő összjátékra törekvés.","",""
"4","3-4","Harmónia","Testnevelés és sport","Néhány önvédelmi fogás bemutatása párban.","",""
"4","3-4","Harmónia","Testnevelés és sport","A grundbirkózás alapszabályának ismerete és betartása.","",""
"4","3-4","Harmónia","Testnevelés és sport","A szabadidős mozgásformák önszervező módon történő felhasználása szabad játéktevékenység során.","",""
"4","5-6","Harmónia","Testnevelés és sport","Részvétel a kedvelt sportjátékban a tanórán kívüli sportfoglalkozásokon vagy egyéb szervezeti formában.","",""
"4","5-6","Harmónia","Testnevelés és sport","A tanult futó-, ugró-, dobógyakorlatok jártasság szintű elsajátítása.","",""
"4","5-6","Harmónia","Testnevelés és sport","A rajtok végrehajtása az indítási jeleknek megfelelően.","",""
"4","5-6","Harmónia","Testnevelés és sport","A vágta és a tartósfutás technikájának végrehajtása a mozgásmintának megfelelően.","",""
"4","5-6","Harmónia","Testnevelés és sport","Talaj-, illetve gerendagyakorlat részben önálló összeállítása.","",""
"4","5-6","Harmónia","Testnevelés és sport","Az aerobik alaplépések összekapcsolása egyszerű kartartásokkal és kargyakorlatokkal.","",""
"4","5-6","Harmónia","Testnevelés és sport","Az alaplépésekből 2-−4 ütemű gyakorlat végrehajtása helyben és haladással, zenére is.","",""
"4","5-6","Harmónia","Testnevelés és sport","A ritmikus sportgimnasztika egyszerű tartásos és mozgásos gyakorlatelemeinek bemutatása.","",""
"4","5-6","Harmónia","Testnevelés és sport","A járások, ritmizált lépések, futások és szökdelések technikailag megközelítően helyes végrehajtása.","",""
"4","5-6","Harmónia","Testnevelés és sport","A mostoha időjárási feltételek mellett is aktív részvétel a foglalkozásokon.","",""
"4","7-8","Harmónia","Testnevelés és sport","Gyakorlottság a célszerű óraszervezés megvalósításában.","",""
"4","7-8","Harmónia","Testnevelés és sport","Egyszerű gimnasztikai gyakorlatok önálló összefűzése és előadása zenére.","",""
"4","7-8","Harmónia","Testnevelés és sport","Mérhető fejlődés a képességekben és a sportági eredményekben.","",""
"4","7-8","Harmónia","Testnevelés és sport","A helyes testtartás, a koordinált mozgás és az erőközlés összhangjának jelenléte a torna jellegű mozgásokban.","",""
"4","7-8","Harmónia","Testnevelés és sport","A grundbirkózás alaptechnikájának, szabályainak gyakorlatban történő alkalmazása.","",""
"4","7-8","Harmónia","Testnevelés és sport","A különböző eséstechnikák, szabadulások, leszorítások és az önvédelmi gyakorlatainak kontrollált végrehajtása társsal.","",""
"4","9-10","Harmónia","Testnevelés és sport","Önvédelem és küzdősportok","",""
"4","9-10","Harmónia","Testnevelés és sport","Az önvédelmi és küzdőgyakorlatokban, harcokban a közös szabályok, biztonsági követelmények és a küzdésekkel kapcsolatos rituálé betartása.","",""
"4","9-10","Harmónia","Testnevelés és sport","Néhány támadási és védekezési megoldás, kombináció ismerete, eredményes önvédelem, és szabadulás a fogásból.","",""
"4","9-10","Harmónia","Testnevelés és sport","1000 m-en a választott technikával, egyéni tempóban, szabályos fordulóval úszás.","",""
"4","9-10","Harmónia","Testnevelés és sport","Jelentős fejlődés az úszóerő és állóképesség területén.","",""
"4","9-10","Harmónia","Testnevelés és sport","A szükséges táplálkozási ismeretek alkalmazása a testsúly, testtömeg ismeretében.","",""
"4","11-12","Harmónia","Testnevelés és sport","Önállóan összeállított összefüggő gyakorlatok tervezése, gyakorolása, bemutatása.","",""
"4","11-12","Harmónia","Testnevelés és sport","Könnyed, plasztikus, esztétikus végrehajtás a táncos mozgásformákban.","",""
"4","11-12","Harmónia","Testnevelés és sport","A torna versenysport előnyei, veszélyei, a hozzá kapcsolódó testi képességek fejlesztésének lehetőségei ismerete.","",""
"4","11-12","Harmónia","Testnevelés és sport","Az ismeretek alkalmazása az új sporttevékenységek során.","",""
"4","5-6","KULT","Történelem, társadalmi és állampolgári ismeretek","Az egyetemes emberi értékek elfogadása az ókori, középkori és kora újkori egyetemes és magyar kultúrkincs élményszerű megismerésével. A családhoz, a lakóhelyhez, a nemzethez való tartozás élményének személyes megélése.","",""
"4","5-6","KULT","Történelem, társadalmi és állampolgári ismeretek","Tudja, hogy a történelmi jelenségeket, folyamatokat társadalmi, gazdasági tényezők együttesen befolyásolják.","",""
"4","5-6","KULT","Történelem, társadalmi és állampolgári ismeretek","Ismerje fel ezeket egy-egy történelmi probléma vagy korszak feldolgozása során.","",""
"4","5-6","KULT","Történelem, társadalmi és állampolgári ismeretek","Legyen képes különbséget tenni a történelem különböző típusú forrásai között, és legyen képes a korszakra jellemző képeket, tárgyakat, épületeket felismerni.","",""
"4","7-8","KULT","Történelem, társadalmi és állampolgári ismeretek","Az újkori és modern kori egyetemes és magyar történelmi jelenségek, események feldolgozásával a jelenben zajló folyamatok előzményeinek felismerése, a nemzeti azonosságtudat kialakulása.","",""
"4","7-8","KULT","Történelem, társadalmi és állampolgári ismeretek","Ismerje a magyar történelem főbb csomópontjait egészen napjainkig. Legyen képes e hosszú történelmi folyamat meghatározó szereplőinek azonosítására és egy-egy korszak főbb kérdéseinek felismerésére.","",""
"4","7-8","KULT","Történelem, társadalmi és állampolgári ismeretek","Ismerje a korszak meghatározó egyetemes és magyar történelmének eseményeit, évszámait, történelmi helyszíneit. Legyen képes összefüggéseket találni a térben és időben eltérő fontosabb történelmi események között, különös tekintettel azokra, melyek a magyarságot közvetlenül vagy közvetetten érintik.","",""
"4","7-8","KULT","Történelem, társadalmi és állampolgári ismeretek","Ismerje a híres történelmi személyiségek jellemzéséhez szükséges adatokat, eseményeket és kulcsszavakat.","",""
"4","7-8","KULT","Történelem, társadalmi és állampolgári ismeretek","Legyen képes példák segítségével bemutatni a legfontosabb állampolgári jogokat és kötelességeket, tudja értelmezni ezek egymáshoz való viszonyát.","",""
"4","7-8","KULT","Történelem, társadalmi és állampolgári ismeretek","Legyen képes a gazdasági és pénzügyi terület fontosabb szereplőit azonosítani, illetve egyszerű családi költségvetést készíteni, és mérlegelni a háztartáson belüli megtakarítási lehetőségeket.","",""
"4","9-10","KULT","Történelem, társadalmi és állampolgári ismeretek","Az ókori, középkori és kora újkori egyetemes és magyar kultúrkincs rendszerező megismerésével az egyetemes emberi értékek tudatos vállalása, családhoz, lakóhelyhez, nemzethez, Európához való tartozás fontosságának felismerése, elfogadása.","",""
"4","9-10","KULT","Történelem, társadalmi és állampolgári ismeretek","A múltat és a történelmet formáló összetett folyamatok, látható és háttérben meghúzódó összefüggések felismerése, és ezek erkölcsi-etikai aspektusainak azonosítása.","",""
"4","9-10","KULT","Történelem, társadalmi és állampolgári ismeretek","A korábbi korokban élt emberek, közösségek élet-, gondolkodás- és szokásmódjainak azonosítása, a különböző államformák működési jellemzőinek felismerése.","",""
"4","9-10","KULT","Történelem, társadalmi és állampolgári ismeretek","Ismerje és mind szélesebb körben alkalmazza a történelem értelmezését segítő kulcsfogalmakat és egyedi fogalmakat, az árnyalt történelmi tájékozódás és gondolkodás érdekében.","",""
"4","9-10","KULT","Történelem, társadalmi és állampolgári ismeretek","Tudja az egyes népeket vallásuk és kultúrájuk, életmódjuk alapján azonosítani és megismerni. Ismerje fel, hogy a vallási előírások, valamint az államok által megfogalmazott szabályok döntő mértékben befolyásolhatják a társadalmi viszonyokat és a mindennapokat.","",""
"4","9-10","KULT","Történelem, társadalmi és állampolgári ismeretek","Ismerje a világ és az európai kontinens eltérő fejlődési irányait, ezek társadalmi, gazdasági és szellemi hátterét. Tudja azonosítani Európa különböző régióinak eltérő fejlődési útjait.","",""
"4","9-10","KULT","Történelem, társadalmi és állampolgári ismeretek","Ismerje fel a meghatározó vallási, társadalmi, gazdasági, szellemi összetevőket egy-egy történelmi jelenség, folyamat értelmezésénél.","",""
"4","9-10","KULT","Történelem, társadalmi és állampolgári ismeretek","Tudja értelmezni az eltérő uralkodási formák és társadalmi, gazdasági viszonyok közötti összefüggéseket.","",""
"4","9-10","KULT","Történelem, társadalmi és állampolgári ismeretek","Legyen képes összehasonlítani történelmi időszakokat, egybevetni eltérő korszakok emberi sorsait a változások szempontjából, és legyen képes a változások megkülönböztetésére is.","",""
"4","9-10","KULT","Történelem, társadalmi és állampolgári ismeretek","Legyen képes érzékelni és elemezni az egyetemes és a magyar történelem eltérő időbeli ritmusát, illetve ezek kölcsönhatásait. Tudja az egyes korszakokat komplex módon jellemezni és bemutatni.","",""
"4","11-12","KULT","Történelem, társadalmi és állampolgári ismeretek","A múltat és a történelmet formáló, alapvető folyamatok, ok-okozati összefüggések felismerése (pl. a globalizáció felerősödése és a lokális közösségek megerősödése) és egyszerű, átélhető erkölcsi tanulságok (pl. társadalmi kirekesztés) azonosítása, ezeknek jelenre vonatkoztatása, megítélése.","",""
"4","11-12","KULT","Történelem, társadalmi és állampolgári ismeretek","Az új- és modern korban élt emberek, közösségek sokoldalú élet-, gondolkodás- és szokásmódjainak azonosítása, a hasonlóságok és különbségek árnyalt felismerése, több szempontú értékelése.","",""
"4","11-12","KULT","Történelem, társadalmi és állampolgári ismeretek","A civilizációk története jellegzetes sémájának alkalmazása újkori és modern kori egyetemes történelemre.","",""
"4","11-12","KULT","Történelem, társadalmi és állampolgári ismeretek","Ismerje fel a tanuló a világot – és benne hazánkat is – fenyegető veszélyeket (pl. túlnépesedés, betegségek, elszegényesedés, munkanélküliség, élelmiszerválság, tömeges migráció).","",""
"4","11-12","KULT","Történelem, társadalmi és állampolgári ismeretek","Tudjon élni a globalizáció előnyeivel, benne az európai állampolgársággal.","",""
"4","11-12","KULT","Történelem, társadalmi és állampolgári ismeretek","Ismerje az alapvető emberi jogokat, valamint állampolgári jogokat és kötelezettségeket, Magyarország politikai rendszerének legfontosabb intézményeit, értse a választási rendszer működését.","",""
"4","11-12","KULT","Történelem, társadalmi és állampolgári ismeretek","Fogalmazzon meg önálló véleményt társadalmi, történelmi eseményekről, szereplőkről, jelenségekről, filozófiai kérdésekről.","",""
"4","11-12","KULT","Történelem, társadalmi és állampolgári ismeretek","Legyen képes mások érvelésének összefoglalására, értékelésére és figyelembe vételére, a meghatározott álláspontok cáfolására, a véleménykülönbségek tisztázására, valamint a saját álláspont gazdagítására is.","",""
"4","11-12","KULT","Történelem, társadalmi és állampolgári ismeretek","Legyen képes történelmi-társadalmi adatokat, modelleket és elbeszéléseket elemezni a bizonyosság, a lehetőség és a valószínűség szempontjából.","",""
"4","11-12","KULT","Történelem, társadalmi és állampolgári ismeretek","Legyen képes összehasonlítani társadalmi-történelmi jelenségeket strukturális és funkcionális szempontok alapján. Legyen képes értékrendek összehasonlítására, saját értékek tisztázására.","",""
"4","11-12","KULT","Történelem, társadalmi és állampolgári ismeretek","Legyen képes történelmi-társadalmi témákat vizuálisan ábrázolni, esszét írni (filozófiai kérdésekről is), ennek kapcsán kérdéseket világosan megfogalmazni.","",""
"4","11-12","KULT","Történelem, társadalmi és állampolgári ismeretek","Legyen képes átlátni a nemzetgazdaság, a bankrendszer, a vállalkozási formák működésének legfontosabb szabályait.","",""
"4","11-12","KULT","Történelem, társadalmi és állampolgári ismeretek","Legyen képes munkavállalással összefüggő, a munkaviszonyhoz kapcsolódó adózási, egészség- és társadalombiztosítási kötelezettségek, illetve szolgáltatások rendszerét átlátni.","",""
"4","1-2","KULT","Vizuális kultúra","Médiumok azonosítása, igény kialakítása a médiahasználat során a tudatosabb választásra, illetve reflektív médiahasználat.","",""
"4","1-2","KULT","Vizuális kultúra","Médiaélmények változásának és médiatapasztalattá alakíthatóságának felismerése.","",""
"4","1-2","KULT","Vizuális kultúra","A médiaszövegek néhány elemi kódjának a (kép, hang, cselekmény) azonosítása, illetve ezzel kapcsolatos egyszerű összefüggések felismerése (pl. médiaszövegek emberek által mesterségesen előállított tartalmak, kreatív kifejező eszközöket használnak, amelyek befolyásolják azok hatását).","",""
"4","1-2","KULT","Vizuális kultúra","A személyes kommunikáció és a közvetett kommunikáció közötti alapvető különbségek felismerése.","",""
"4","1-2","KULT","Vizuális kultúra","Az életkorhoz igazodó internetes tevékenységek gyakorlása és az abban rejlő veszélyek felismerése.","",""
"4","1-2","KULT","Vizuális kultúra","Az alkotó és befogadó tevékenység során a saját érzések felismerése, és azok kifejezése.","",""
"4","3-4","KULT","Vizuális kultúra","A legismertebb formák, színek, vonalak, térbeli helyek és irányok, illetve komponálási módok használata, látványok, műalkotások olvasásába is beépítve.","",""
"4","3-4","KULT","Vizuális kultúra","Különböző típusú médiaszövegek felismerése, a médiatartalmak közötti tudatos választás.","",""
"4","3-4","KULT","Vizuális kultúra","A médiaszövegekhez használt egyszerű kódok, kreatív kifejezőeszközök és azok érzelmi hatásának felismerése.","",""
"4","3-4","KULT","Vizuális kultúra","Kép- és hangrögzítő eszközök használata elemi technikáinak ismerete. Az elsajátított kifejezőeszközök segítségével saját gondolatok, érzések megfogalmazása, rövid, egyszerű történet megformálása.","",""
"4","3-4","KULT","Vizuális kultúra","A médiaszövegek előállításával, nyelvi jellemzőivel, használatával kapcsolatos alapfogalmak elsajátítása, helyes alkalmazása élőszóban.","",""
"4","3-4","KULT","Vizuális kultúra","A média alapvető funkcióinak (tájékoztatás, szórakoztatás, ismeretszerzés) megismerése.","",""
"4","3-4","KULT","Vizuális kultúra","A médiaszövegekben megjelenő információk valóságtartalmának felismerése.","",""
"4","3-4","KULT","Vizuális kultúra","Az életkorhoz igazodó biztonságos internet- és mobilhasználat szabályainak ismerete, alkalmazása. A hálózati kommunikációban való részvétel során fontos és szükséges viselkedési szabályok elsajátítása, alkalmazása. Életkorhoz igazodó fejlesztő, kreatív internetes tevékenységek megismerése.","",""
"4","5-6","KULT","Vizuális kultúra","A legfontosabb művészettörténeti korok azonosítása.","",""
"4","5-6","KULT","Vizuális kultúra","Vizuális jelenségek, tárgyak, műalkotások elemzése során a vizuális megfigyelés pontos megfogalmazása.","",""
"4","5-6","KULT","Vizuális kultúra","Fontosabb szimbolikus és kultárális üzenetet közvetítő tárgyak felismerése.","",""
"4","7-8","KULT","Vizuális kultúra","Több jól megkülönböztethető technika, médium (pl. állókép-mozgókép, síkbeli-térbeli) tudatos használata az alkotótevékenység során.","",""
"4","7-8","KULT","Vizuális kultúra","A médiatudatos gondolkodás megalapozása a vizuális kommunikációs eszközök és formák rendszerezőbb feldolgozása kapcsán.","",""
"4","7-8","KULT","Vizuális kultúra","A mozgóképi közlésmód, az írott sajtó és az online   kommunikáció szövegszervező alapeszközeinek felismerése.","",""
"4","7-8","KULT","Vizuális kultúra","Mozgóképi szövegek megkülönböztetése a valóság ábrázolásához való viszony, alkotói szándék és nézői elvárás karaktere szerint.","",""
"4","7-8","KULT","Vizuális kultúra","Társművészeti kapcsolatok lehetőségeinek értelmezése.","",""
"4","7-8","KULT","Vizuális kultúra","A legfontosabb kultúrák, művészettörténeti korok, stílusirányzatok megkülönböztetése és a meghatározó alkotók műveinek felismerése.","",""
"4","9-10","KULT","Vizuális kultúra","Médiatudatos gondolkodás a tömegkommunikációs eszközök és formák rendszerező feldolgozása.","",""
"4","9-10","KULT","Vizuális kultúra","Kultúrák, művészettörténeti korok, stílusirányzatok rendszerező ismerete és a meghatározó alkotók műveinek felismerése.","",""
"4","9-10","KULT","Vizuális kultúra","Az építészet alapvető elrendezési és szerkezeti alapelveinek, illetve stílust meghatározó vonásainak felismerése.","",""
"4","9-10","KULT","Vizuális kultúra","Vizuális jelenségek, tárgyak, műalkotások árnyaltabb elemzése összehasonlítása, műelemző módszerek alkalmazásával.","",""
"5","3-4","STEM","Matematika","Együttműködés interaktív tábla használatánál.","",""
"3","7-8","STEM","Biológia-egészségtan b változat","A tanuló ismerje Magyarország legfontosabb nemzeti parkjait és a lakóhelyén vagy annak közelében található természeti értékeket (védett növények és védett természeti értékek).","",""
"2","7-8","STEM","Biológia-egészségtan b változat","Legyen tisztában a környezet-egészségvédelem alapjaival, a gyógy- és fűszernövényeknek a szervezetre gyakorolt hatásával.","",""
"4","7-8","STEM","Biológia-egészségtan b változat","Tudja, hogy milyen szerepe van a biológiai információnak az önfenntartásban és fajfenntartásban.","",""
"1","7-8","STEM","Biológia-egészségtan b változat","Értse a család szerepének biológiai és társadalmi jelentőségét.","",""
"4","7-8","STEM","Biológia-egészségtan b változat","Értse, hogy a párkapcsolatokból adódnak konfliktushelyzetek, és legyen kész azokat megfelelő módszerekkel kezelni.","",""
"3","7-8","STEM","Biológia-egészségtan b változat","Tudja a tanult nem sejtes és sejtes élőlényeket összekapcsolni az emberi szervezet működésével, értelmezze azokat az élőlények és környezetük egymásra hatásaként.","",""
"1","7-8","STEM","Biológia-egészségtan b változat","Legyen tisztában saját szervezete működésének alapjaival.","",""
"2","7-8","STEM","Biológia-egészségtan b változat","Értse és tudja bizonyítékokkal alátámasztani, hogy az élővilág különböző megjelenési formáit a különböző élőhelyekhez való alkalmazkodás alakította ki.","",""
"1","7-8","STEM","Biológia-egészségtan b változat","Legyen világos számára, hogy az ember a természet része, és ennek megfelelően cselekedjen.","",""
"1","7-8","STEM","Biológia-egészségtan b változat","Tudja, hogy az életmóddal nagymértékben befolyásolhatjuk szervezetünk egészséges működését. Tekintse az egészséget testi, lelki szociális jóllétnek.","",""
"2","7-8","STEM","Biológia-egészségtan b változat","Kerülje az egészséget veszélyeztető anyagok használatát, tevékenységeket.","",""
"3","7-8","STEM","Biológia-egészségtan b változat","Tudjon sérültet, beteget alapvető elsősegélynyújtásban részesíteni.","",""
"1","7-8","STEM","Biológia-egészségtan b változat","Empátiával viszonyuljon beteg és fogyatékkal élő társaihoz.","",""
"1","7-8","STEM","Biológia-egészségtan b változat","Tudjon egyszerű kísérleteket, vizsgálódásokat elvégezni, csoportmunkában és önállóan infokommunikációs eszközök segítségével beszámolókat készíteni, szemléltető anyagot összeállítani, adatokat elemezni és valós problémákra megoldásokat javasolni. Tanári irányítással tudjon projektmunkát végezni.","",""
"1","11-12","STEM","Biológia-egészségtanb változat","A tanulók megértik a környezet- és természetvédelem alapjait, elsajátítják az ökológiai szemléletet, és nyitottá válnak a környezetkímélő gazdasági- és társadalmi stratégiák befogadására.","",""
"1","11-12","STEM","Biológia-egészségtanb változat","Megszerzett ismereteiket a gyakorlatban, mindennapi életükben is alkalmazzák.","",""
"4","11-12","STEM","Biológia-egészségtanb változat","A tanulók felismerik a molekulák és a sejtalkotó részek kooperativitását, képesek a kémia, illetve a biológia tantárgyban tanult ismeretek összekapcsolására.","",""
"3","11-12","STEM","Biológia-egészségtanb változat","Megértik az anyag-, az energia- és az információforgalom összefüggéseit az élő rendszerekben.","",""
"2","11-12","STEM","Biológia-egészségtanb változat","Rendszerben látják a hormonális, az idegi és az immunológiai szabályozást, és képesek összekapcsolni a szervrendszerek működését, kémiai, fizikai, műszaki és sejtbiológiai ismeretekkel. Felismerik a biológiai, a technikai és a társadalmi szabályozás analógiáit.","",""
"1","11-12","STEM","Biológia-egészségtanb változat","Biológiai ismereteik alapján az ember egészségi állapotára jellemző következtetéseket képesek levonni.","",""
"1","11-12","STEM","Biológia-egészségtanb változat","Tudatosul bennük, hogy az ember szexuális életében alapvetőek a biológiai folyamatok, de a szerelemre épülő tartós párkapcsolat, az utódok tudatos vállalása, felelősségteljes felnevelése biztosít csak emberhez méltó életet.","",""
"1","11-12","STEM","Biológia-egészségtanb változat","Helyesen értelmezik az evolúciós modellt. A rendszerelvű gondolkodás alapján megértik az emberi és egyéb élő rendszerek minőségi és mennyiségi összefüggéseit.","",""
"2","11-12","STEM","Biológia-egészségtanb változat","Felismerik a biológia és a társadalmi gondolkodás közötti kapcsolatot.","",""
"1","11-12","STEM","Biológia-egészségtanb változat","Képessé és nyitottá válnak az interdiszciplináris gondolkodásra.","",""
"3","11-12","STEM","Biológia-egészségtanb változat","A saját életükben felismerik a biológiai eredetű problémákat, életmódjuk helyes megválasztásával, megbízható szakmai ismereteik alapján felelős egyéni és társadalmi döntéseket képesek hozni.","",""
"1","9-10","KULT","Dráma és tánc","Képesek színházi előadások drámás eszközökkel történő feldolgozására.","",""
"4","9-10","KULT","Ének-zene","A tanulók képesek 8-10 népzenei, valamint 8-10 műzenei idézetet részben kottából, részben emlékezetből csoportosan előadni.","",""
"3","9-10","KULT","Ének-zene","Képesek kifejezően, egységes hangzással, tiszta intonációval énekelni, és új dalokat megfelelő előkészítést követően hallás után megtanulni.","",""
"4","9-10","KULT","Ének-zene","Képesek egyszerű két- és háromszólamú kórusműveket vagy azok részleteit, kánonokat megszólaltatni.","",""
"2","9-10","KULT","Ének-zene","Fejlődik formaérzékük, a formai építkezés jelenségeit felismerik és meg tudják fogalmazni.","",""
"1","9-10","KULT","Ének-zene","Ismerik a hangszerek alapvető jellegzetességeit.","",""
"3","9-10","KULT","Ének-zene","A generatív tevékenységek eredményeként érzékelik, felismerik a zenei kifejezések, a formák, a műfajok, és a zenei eszközök közti összefüggéseket.","",""
"4","9-10","KULT","Ének-zene","Megismerik és értelmezik a kottakép elemeit és az alapvető zenei kifejezéseket.","",""
"4","9-10","KULT","Ének-zene","A zenei korszakokból kiválasztott zeneművek közül 20-25 alkotást/műrészletet ismernek és felismernek.","",""
"1","9-10","KULT","Ének-zene","A zenei műalkotások megismerése révén helyesen tájékozódnak korunk kulturális sokszínűségében.","",""
"4","3-4","KULT","Ének-zene﻿  b változat","Képesek a tanulók 60 népdalt, műzenei idézetet emlékezetből, a-e’ hangterjedelemben csoportosan, a népdalokat több versszakkal, csokorba rendezve is előadni.","",""
"4","3-4","KULT","Ének-zene﻿  b változat","Képesek kifejezően, egységes hangzással, tiszta intonációval énekelni, és új dalokat megfelelő előkészítést követően, hallás után és jelrendszerről megtanulni.","",""
"3","3-4","KULT","Ének-zene﻿  b változat","Többszólamú éneklési készségük fejlődik. Képesek csoportosan ismert dalokat ritmus osztinátóval énekelni, és egyszerű kétszólamú darabokat, kánonokat megszólaltatni.","",""
"2","3-4","KULT","Ének-zene﻿  b változat","Kreatívan vesznek részt a generatív játékokban és feladatokban. Érzik az egyenletes lüktetést, tartják a tempót, érzékelik a tempóváltozást. A 3/4-es és 4/4-es metrumot helyesen hangsúlyozzák.","",""
"4","3-4","KULT","Ének-zene﻿  b változat","Felismerik, lejegyzik és megszólaltatják a tanult zenei elemeket (metrum, dinamikai jelzések, ritmus, dallam).","",""
"4","3-4","KULT","Ének-zene﻿  b változat","Az ismert dalokat olvassák kézjelről, betűkottáról, hangjegyről és emlékezetből szolmizálják.","",""
"4","3-4","KULT","Ének-zene﻿  b változat","Szolmizálva éneklik a tanult dalok stílusában megszerkesztett rövid dallamfordulatokat kézjelről, betűkottáról és hangjegyről. Megfelelő előkészítés után hasonló dallamfordulatokat rögtönöznek.","",""
"1","3-4","KULT","Ének-zene﻿  b változat","Fejlődik zenei memóriájuk és belső hallásuk.","",""
"3","3-4","KULT","Ének-zene﻿  b változat","Fejlődik formaérzékük, a formai építkezés jelenségeit (azonosság, hasonlóság, különbözőség) felismerik és meg tudják fogalmazni.","",""
"4","3-4","KULT","Ének-zene﻿  b változat","Fejlődik hangszínhallásuk. Megkülönböztetik a tekerő, duda, oboa, klarinét, kürt, trombita, üstdob, a gyermekkar, nőikar, férfikar, vegyeskar hangszínét. Ismerik a hangszerek alapvető jellegzetességeit. Különbséget tesznek szóló és kórus, szólóhangszer és zenekar hangzása között.","",""
"4","3-4","KULT","Ének-zene﻿  b változat","Zenehallgatásuk tudatos, figyelmesen hallgatják a zeneműveket. A zenehallgatásra kiválasztott művek közül 4-5 alkotást/műrészletet ismernek.","",""
"4","5-6","KULT","Ének-zene  b változat","A tanulók képesek 20-22 népdalt, történeti éneket több versszakkal, valamint 8-10 műzenei idézetet emlékezetből, a–e” hangterjedelemben előadni.","",""
"3","5-6","KULT","Ének-zene  b változat","Képesek kifejezően, egységes hangzással, tiszta intonációval énekelni, és új dalokat megfelelő előkészítést követően hallás után megtanulni.","",""
"3","5-6","KULT","Ének-zene  b változat","Többszólamú éneklési készségük fejlődik. Képesek csoportosan egyszerű kánonokat megszólaltatni.","",""
"2","5-6","KULT","Ének-zene  b változat","Kreatívan vesznek részt a generatív játékokban és feladatokban. Érzik az egyenletes lüktetést, tartják a tempót, érzékelik a tempóváltozást. A 6/8-os és 3/8-os metrumot helyesen hangsúlyozzák.","",""
"3","5-6","KULT","Ének-zene  b változat","Felismerik és megszólaltatják a tanult zenei elemeket (metrum, dinamikai jelzések, ritmus, dallam).","",""
"4","5-6","KULT","Ének-zene  b változat","Szolmizálva éneklik a tanult dalok stílusában megszerkesztett rövid dallamfordulatokat kézjelről, betűkottáról és hangjegyről. Megfelelő előkészítés után hasonló dallamfordulatokat rögtönöznek.","",""
"1","5-6","KULT","Ének-zene  b változat","Fejlődik zenei memóriájuk és belső hallásuk.","",""
"2","5-6","KULT","Ének-zene  b változat","Fejlődik formaérzékük, a formai építkezés jelenségeit felismerik és meg tudják fogalmazni.","",""
"2","5-6","KULT","Ének-zene  b változat","Fejlődik hangszínhallásuk. Megkülönböztetik a tárogató, brácsa, cselló, nagybőgő, harsona, tuba, hárfa hangszínét. Ismerik a hangszerek alapvető jellegzetességeit.","",""
"1","5-6","KULT","Ének-zene  b változat","Különbséget tesznek népi zenekar, vonósnégyes, szimfonikus zenekar hangzása között.","",""
"4","5-6","KULT","Ének-zene  b változat","A két zenei korszakból zenehallgatásra kiválasztott művek közül 18-20 alkotást/műrészletet ismernek.","",""
"4","7-8","KULT","Ének-zene  b változat","A tanulók képesek 14-17 népdalt, balladát, históriás éneket több versszakkal, valamint 8-10 műzenei idézetet emlékezetből, g–f” hangterjedelemben előadni.","",""
"2","7-8","KULT","Ének-zene  b változat","Képesek kifejezően, egységes hangzással, tiszta intonációval énekelni, és új dalokat megfelelő előkészítést követően hallás után megtanulni.","",""
"3","7-8","KULT","Ének-zene  b változat","Többszólamú éneklési készségük fejlődik. Képesek csoportosan egyszerű orgánumokat megszólaltatni.","",""
"3","7-8","KULT","Ének-zene  b változat","Kreatívan vesznek részt a generatív játékokban és feladatokban. Érzik az egyenletes lüktetést, tartják a tempót, érzékelik a tempóváltozást. A 5/8-os és 7/8-os és 8/8-os metrumot helyesen hangsúlyozzák.","",""
